#OTU ID,LTEE.5..1,LTEE.5..2,LTEE.5..8,LTEE2.5.13,LTEE.5..4,LTEE.5..5,LTEE5.11,LTEE.5..6,LTEE.5..7,LTEE5.12,LTEE.5..3,LTEE5.9,LTEE.6..1,LTEE.6..2,LTEE.6..8,LTEE2.6.13,LTEE.6..4,LTEE.6..5,LTEE.6..6,LTEE.6..7,LTEE6.12,LTEE.6..3,LTEE6.9,LTEE7.2,LTEE.7..1,LTEE7.4,LTEE7.5,LTEE.7..6,LTEE7.3,LTEE.8..1,LTEE.8..2,LTEE.8..8,LTEE2.8.13,LTEE.8..4,LTEE.8..5,LTEE8.11,LTEE.8..6,LTEE.8..7,LTEE8.12,LTEE.8..3,LTEE8.9,LTEE.9..1,LTEE.9..2,LTEE.9..8,LTEE2.9.13,LTEE.9..4,LTEE.9..5,LTEE9.11,LTEE.9..7,LTEE2.9.12,LTEE.9..3,LTEE9.9,LTEE.13..1,LTEE.13..2,LTEE.13..8,LTEE.13..4,LTEE.13..5,LTEE13.11,LTEE.13..6,LTEE.13..7,LTEE.13..3,LTEE13.9,LTEE.16..1,LTEE.16..2,LTEE.16..8,LTEE.16..4,LTEE.16..5,LTEE16.11,LTEE.16..6,LTEE.16..7,LTEE2.16.12,LTEE.16..3,LTEE16.9,LTEE17.8,LTEE2.17.13,LTEE17.4,LTEE17.5,LTEE2.17.11,LTEE17.6,LTEE17.7,LTEE2.17.12,LTEE17.3,LTEE2.17.9,MEAN
4449609,0,0.003448276,0,0,0.003448276,0,0,0,0.013793103,0,0.003448276,0.013793103,0,0,0.172413793,0,0.013793103,0.024137931,0.003448276,0,0,0.006896552,0.013793103,0,0,0,0.003448276,0.006896552,0,0,0,0,0,0,0,0.003448276,0,0.003448276,0,0,0.017241379,0,0,0.003448276,0,0,0.010344828,0.003448276,0.127586207,0,0,0.006896552,0,0.003448276,0.006896552,2.4,0.017241379,0.003448276,0.027586207,0,0.006896552,0.006896552,0,0,0.013793103,0.003448276,0.006896552,0,0,0,0,0.006896552,0,0.003448276,0,0,0.006896552,0.003448276,0,0,0,0.003448276,0.013793103,0.036061487
719367,0,0.189655172,0,0,0,0.013793103,0,0.003448276,0.013793103,0,0.027586207,0.010344828,0,0.044827586,0,0.017241379,0.006896552,0,0.006896552,0,0.003448276,0,0,0.068965517,0.010344828,0,0.017241379,0.010344828,0,0,0.05862069,0,0.003448276,0.003448276,0.031034483,0.15862069,0.003448276,0.003448276,0,0,0.010344828,0.003448276,0.04137931,0.003448276,0.003448276,0.006896552,0.003448276,0.075862069,0,0,0,0,0.003448276,0.337931034,0,0,0.086206897,0.003448276,0,0.003448276,0.006896552,0.003448276,0.027586207,1.375862069,0.003448276,0.003448276,0.006896552,0.003448276,0,0,0,0,0,0,0.003448276,0.006896552,0,0.186206897,0,0,0,0,0.017241379,0.035355214
211171,0,0.003448276,0.089655172,0.010344828,0,0,0.14137931,0,0.037931034,0.04137931,0.020689655,0.079310345,0.003448276,0,0.027586207,0.065517241,0,0.193103448,0,0.096551724,0.168965517,0.013793103,0.082758621,0,0,0,0,0.010344828,0.003448276,0,0.003448276,0.031034483,0.010344828,0,0,0.020689655,0.010344828,0.003448276,0,0.017241379,0.113793103,0.013793103,0,0.037931034,0.003448276,0,0,0.168965517,0.055172414,0,0.003448276,0.068965517,0,0.010344828,0.034482759,0,0,0.137931034,0.04137931,0.024137931,0.037931034,0.093103448,0,0.003448276,0.089655172,0,0,0.172413793,0.172413793,0.05862069,0.003448276,0.003448276,0.013793103,0.065517241,0.003448276,0.027586207,0,0.020689655,0.127586207,0.093103448,0.003448276,0.020689655,0.010344828,0.035189032
denovo53994,0.131034483,0.106896552,0.044827586,0.010344828,0.006896552,0.031034483,0.003448276,0.04137931,0.055172414,0.04137931,0,0.010344828,0.075862069,0.055172414,0.017241379,0,0.034482759,0.013793103,0.051724138,0.006896552,0.006896552,0.003448276,0.034482759,0.068965517,0.15862069,0.010344828,0.037931034,0.027586207,0.065517241,0.14137931,0.034482759,0.006896552,0.017241379,0.006896552,0.04137931,0.051724138,0.017241379,0.072413793,0.013793103,0.003448276,0,0.148275862,0.024137931,0.027586207,0.003448276,0.096551724,0.006896552,0.020689655,0.006896552,0,0.031034483,0.027586207,0.165517241,0.044827586,0.05862069,0.006896552,0.006896552,0.006896552,0.017241379,0.14137931,0,0.037931034,0.024137931,0.003448276,0.003448276,0.013793103,0,0,0.020689655,0.017241379,0.017241379,0.031034483,0.113793103,0.020689655,0.006896552,0.010344828,0.04137931,0.006896552,0.013793103,0.017241379,0.020689655,0,0.051724138,0.034607395
814442,0,0,0.075862069,0.024137931,0,0,0.127586207,0,0.082758621,0.055172414,0.003448276,0.127586207,0,0,0.062068966,0.093103448,0,0,0,0.175862069,0.14137931,0,0.144827586,0,0,0.006896552,0.003448276,0,0,0,0,0.034482759,0.013793103,0,0,0.072413793,0.013793103,0.017241379,0,0,0.189655172,0,0.003448276,0.048275862,0.003448276,0,0.006896552,0.155172414,0.082758621,0,0,0.113793103,0,0,0.044827586,0,0,0.15862069,0.006896552,0.037931034,0,0.127586207,0,0,0.131034483,0,0,0.1,0,0.082758621,0,0,0.013793103,0.082758621,0.010344828,0,0.003448276,0.017241379,0,0.137931034,0.020689655,0,0.006896552,0.034482759
denovo12055,0,0.062068966,0.010344828,0,0.062068966,0,0.017241379,0,0.003448276,0.003448276,0.272413793,0.020689655,0,0.155172414,0,0.013793103,0.020689655,0.006896552,0,0.013793103,0.013793103,0.34137931,0.034482759,0.003448276,0,0.103448276,0.020689655,0,0.006896552,0,0.003448276,0,0.003448276,0,0.010344828,0.013793103,0,0,0,0.320689655,0.051724138,0,0.003448276,0.003448276,0,0,0.055172414,0.034482759,0.017241379,0,0.131034483,0.020689655,0,0.172413793,0.003448276,0,0.093103448,0.034482759,0.006896552,0.003448276,0.296551724,0.003448276,0,0.137931034,0.017241379,0,0.027586207,0.031034483,0,0.003448276,0,0.024137931,0,0.017241379,0,0,0.031034483,0,0,0.010344828,0,0.072413793,0,0.034233486
159950,0.006896552,0,0,0.010344828,0,0.017241379,0,0,0,0,0,0,0.006896552,0,0,0,0,0.003448276,0.003448276,0.003448276,0,0,0,0,0.010344828,0,0.003448276,0.075862069,0,0.003448276,0,0,0.003448276,0.003448276,0.003448276,0.003448276,0.051724138,0.017241379,0.003448276,0,0,0,0.003448276,0.010344828,0,0,0,0.003448276,0.003448276,0,0,0,0.003448276,0,0,0.462068966,0,0,0.013793103,0.017241379,0.006896552,0,1.448275862,0,0.024137931,0.003448276,0.003448276,0.013793103,0.003448276,0.003448276,0,0,0,0.010344828,0.003448276,0.434482759,0,0.017241379,0.003448276,0.006896552,0,0.003448276,0,0.032945575
358042,0,0.006896552,0,0,0.017241379,0,0,0,0,0,0.027586207,0.003448276,0,0.024137931,0,0,0.020689655,0,0,0,0,0.017241379,0,0,0,0.024137931,0.010344828,0,0.003448276,0,0,0,0,0,0.006896552,0,0,0,0,0.024137931,0,0,0,0,0,0.003448276,0.020689655,0,0,0,0.020689655,0,0,0.017241379,0,0,0.093103448,0,0,0,2.206896552,0,0,0.006896552,0,0,0.003448276,0,0.003448276,0,0,0.034482759,0,0,0,0,0.017241379,0,0,0,0,0.024137931,0,0.031782302
2360704,0.003448276,0.006896552,0.137931034,0.062068966,0,0,0.024137931,0.006896552,0.096551724,0.062068966,0,0.044827586,0,0.003448276,0.089655172,0.048275862,0.003448276,0.006896552,0,0.14137931,0.04137931,0,0.168965517,0,0.003448276,0,0,0.003448276,0,0.003448276,0,0.117241379,0.010344828,0,0,0.044827586,0.003448276,0.055172414,0.006896552,0.003448276,0.055172414,0,0,0.05862069,0.006896552,0.003448276,0,0.072413793,0.117241379,0,0,0.148275862,0.003448276,0.003448276,0.04137931,0.003448276,0,0.037931034,0.010344828,0.079310345,0,0.075862069,0.003448276,0.013793103,0.127586207,0,0,0.075862069,0.031034483,0.068965517,0.013793103,0,0.048275862,0.082758621,0.04137931,0,0,0.020689655,0.010344828,0.124137931,0.020689655,0,0.020689655,0.031574574
610486,0.1,0.05862069,0.013793103,0,0,0.024137931,0,0.034482759,0.089655172,0.024137931,0.034482759,0.006896552,0.065517241,0.003448276,0.013793103,0.027586207,0,0,0.048275862,0.013793103,0.010344828,0,0.003448276,0.006896552,0.05862069,0,0.034482759,0.172413793,0,0.051724138,0.013793103,0.013793103,0.003448276,0,0.027586207,0.093103448,0,0.024137931,0.003448276,0.010344828,0.024137931,0.024137931,0.006896552,0.003448276,0,0,0.020689655,0.020689655,0.013793103,0.006896552,0,0.003448276,0.086206897,0.179310345,0.006896552,0.031034483,0.137931034,0.027586207,0.006896552,0.089655172,0.086206897,0.003448276,0.220689655,0.324137931,0.017241379,0,0.017241379,0.010344828,0.003448276,0.006896552,0.003448276,0.003448276,0.003448276,0.006896552,0.003448276,0.044827586,0.020689655,0.04137931,0,0,0,0.003448276,0.006896552,0.031366847
4370747,0,0.003448276,0.110344828,0.013793103,0,0,0.15862069,0,0.110344828,0.024137931,0.003448276,0.155172414,0,0,0.048275862,0.072413793,0,0.003448276,0,0.093103448,0.051724138,0,0.148275862,0,0,0,0,0,0,0,0,0.031034483,0.010344828,0,0,0.15862069,0,0.010344828,0,0,0.134482759,0,0,0.037931034,0,0,0,0.15862069,0.044827586,0,0,0.096551724,0,0,0.05862069,0,0,0.096551724,0,0.075862069,0,0.106896552,0,0,0.034482759,0,0,0.075862069,0,0.024137931,0.003448276,0,0.017241379,0.068965517,0,0,0,0.096551724,0.006896552,0.089655172,0.003448276,0,0.034482759,0.029788118
denovo5183,0,0.051724138,0.062068966,0.062068966,0.024137931,0,0,0,0.031034483,0.082758621,0.027586207,0.037931034,0.003448276,0.072413793,0.068965517,0,0.013793103,0.024137931,0,0.027586207,0.079310345,0.044827586,0.075862069,0.013793103,0,0.051724138,0.006896552,0.003448276,0.013793103,0.003448276,0.003448276,0.082758621,0.072413793,0,0.003448276,0.05862069,0.003448276,0.020689655,0.003448276,0.034482759,0.003448276,0.003448276,0.027586207,0.055172414,0.05862069,0.003448276,0.010344828,0.037931034,0.075862069,0,0.065517241,0.051724138,0,0.034482759,0.068965517,0,0.010344828,0.006896552,0.006896552,0.024137931,0.006896552,0.048275862,0,0.003448276,0.089655172,0,0.013793103,0.010344828,0.024137931,0.05862069,0.020689655,0.082758621,0.044827586,0.048275862,0.031034483,0,0.006896552,0.024137931,0.044827586,0.065517241,0.068965517,0.020689655,0.037931034,0.029663482
denovo39094,0,0.003448276,0.055172414,0.027586207,0.006896552,0,0.089655172,0,0.04137931,0.027586207,0.013793103,0.127586207,0,0.003448276,0.051724138,0.134482759,0.010344828,0.003448276,0,0.065517241,0.04137931,0.013793103,0.179310345,0,0,0.010344828,0.003448276,0,0,0,0,0.068965517,0.006896552,0,0,0.048275862,0,0.003448276,0,0.017241379,0.227586207,0,0,0.031034483,0.010344828,0,0.003448276,0.082758621,0.055172414,0,0.006896552,0.062068966,0,0.013793103,0.010344828,0,0.013793103,0.131034483,0,0.062068966,0.006896552,0.075862069,0,0.006896552,0.096551724,0,0,0.151724138,0,0.024137931,0,0.006896552,0.010344828,0.082758621,0.006896552,0,0.006896552,0.04137931,0,0.124137931,0.013793103,0.003448276,0.006896552,0.029289572
denovo37527,0.217241379,0.020689655,0.055172414,0.024137931,0.003448276,0.027586207,0.037931034,0.003448276,0.010344828,0.010344828,0,0.048275862,0.220689655,0.027586207,0.020689655,0,0.068965517,0.04137931,0.034482759,0.024137931,0.013793103,0.003448276,0,0,0.1,0,0,0.062068966,0,0.255172414,0.003448276,0,0.003448276,0,0.006896552,0.144827586,0.006896552,0.024137931,0,0,0.003448276,0.003448276,0.003448276,0.010344828,0,0.013793103,0.020689655,0.013793103,0.003448276,0,0,0,0.137931034,0.010344828,0.027586207,0.006896552,0.003448276,0.006896552,0.044827586,0.017241379,0,0.034482759,0.162068966,0.003448276,0.003448276,0.003448276,0.003448276,0.020689655,0,0.006896552,0.006896552,0,0.003448276,0.020689655,0,0.010344828,0.120689655,0.131034483,0,0.013793103,0,0,0.003448276,0.028874117
denovo37197,0.131034483,0.037931034,0.065517241,0.062068966,0.006896552,0.010344828,0.024137931,0.006896552,0.020689655,0.024137931,0.003448276,0.031034483,0.093103448,0.04137931,0.024137931,0,0.075862069,0.027586207,0.04137931,0.010344828,0.010344828,0.006896552,0.031034483,0.003448276,0.082758621,0,0.017241379,0.003448276,0.05862069,0.186206897,0.006896552,0.006896552,0.006896552,0,0.006896552,0.117241379,0.006896552,0.024137931,0.003448276,0,0.003448276,0.027586207,0.006896552,0.003448276,0.003448276,0.034482759,0.013793103,0.024137931,0.003448276,0.010344828,0.013793103,0.024137931,0.082758621,0.037931034,0.051724138,0.006896552,0.006896552,0.006896552,0.034482759,0.048275862,0,0.05862069,0.072413793,0.048275862,0.006896552,0.010344828,0.003448276,0.013793103,0.013793103,0.013793103,0.031034483,0.003448276,0.020689655,0.020689655,0.006896552,0.020689655,0.055172414,0.072413793,0.006896552,0.003448276,0.006896552,0,0.075862069,0.028043207
denovo82673,0.065517241,0.010344828,0.034482759,0.010344828,0.013793103,0.003448276,0.006896552,0.096551724,0.044827586,0.024137931,0.003448276,0.024137931,0.027586207,0.006896552,0.072413793,0.006896552,0.020689655,0.003448276,0.162068966,0.003448276,0.010344828,0,0.017241379,0.006896552,0.024137931,0,0.04137931,0.134482759,0.006896552,0.034482759,0.003448276,0.079310345,0.003448276,0.024137931,0.034482759,0.051724138,0.003448276,0.079310345,0.044827586,0,0.017241379,0.072413793,0.003448276,0.013793103,0.010344828,0.010344828,0,0.003448276,0.017241379,0,0.003448276,0.003448276,0.055172414,0.013793103,0.034482759,0,0.013793103,0.003448276,0.013793103,0.148275862,0.006896552,0.037931034,0.286206897,0.013793103,0.1,0.003448276,0.020689655,0.003448276,0.010344828,0.003448276,0.010344828,0.010344828,0.013793103,0.044827586,0.013793103,0,0.003448276,0.003448276,0.006896552,0.006896552,0.006896552,0,0.013793103,0.027710843
68617,0.003448276,0.044827586,0.003448276,0.003448276,0,0.051724138,0.003448276,0,0,0,0.179310345,0.010344828,0,0.086206897,0.003448276,0.003448276,0.006896552,0.048275862,0.003448276,0.006896552,0,0.182758621,0,0.017241379,0,0.003448276,0.003448276,0.013793103,0.013793103,0,0,0.003448276,0.003448276,0.006896552,0,0.003448276,0.003448276,0.003448276,0,0.15862069,0.006896552,0,0.006896552,0.003448276,0,0.003448276,0.013793103,0,0.006896552,0,0.117241379,0.003448276,0,0.103448276,0,0.431034483,0.010344828,0.006896552,0.010344828,0,0.189655172,0,0,0.065517241,0,0,0.010344828,0,0.003448276,0,0,0.013793103,0,0,0.003448276,0.137931034,0,0,0.003448276,0.003448276,0.006896552,0.186206897,0,0.026796843
817117,0.068965517,0.027586207,0.034482759,0.034482759,0.024137931,0.079310345,0,0.031034483,0.003448276,0.04137931,0,0.017241379,0.04137931,0.051724138,0.106896552,0,0.079310345,0.013793103,0.127586207,0.013793103,0.010344828,0.013793103,0.003448276,0.013793103,0.013793103,0.003448276,0.024137931,0.172413793,0.013793103,0.065517241,0.024137931,0.003448276,0,0.013793103,0.034482759,0.037931034,0.086206897,0.055172414,0.017241379,0,0,0.006896552,0.010344828,0.020689655,0.006896552,0.037931034,0.010344828,0,0.044827586,0.024137931,0.006896552,0,0.031034483,0.003448276,0.027586207,0.006896552,0.006896552,0.003448276,0.017241379,0.024137931,0,0.020689655,0.055172414,0,0.010344828,0.096551724,0.04137931,0.006896552,0.051724138,0.044827586,0.003448276,0.003448276,0.013793103,0.020689655,0.003448276,0.010344828,0.062068966,0.003448276,0.037931034,0.006896552,0.013793103,0,0.017241379,0.026713752
denovo50816,0.037931034,0.013793103,0.034482759,0.05862069,0.010344828,0.017241379,0.055172414,0.006896552,0.020689655,0.051724138,0,0.048275862,0.031034483,0.010344828,0.020689655,0,0.024137931,0.020689655,0.003448276,0.017241379,0.048275862,0.003448276,0.072413793,0.010344828,0.044827586,0.024137931,0.05862069,0.003448276,0.044827586,0.017241379,0,0,0.013793103,0,0.003448276,0.103448276,0.006896552,0,0.006896552,0.006896552,0,0.013793103,0.003448276,0.006896552,0.003448276,0.013793103,0.013793103,0.127586207,0,0.003448276,0.010344828,0.055172414,0.05862069,0.020689655,0.006896552,0,0.013793103,0.024137931,0.072413793,0.017241379,0,0.113793103,0.037931034,0.003448276,0.003448276,0,0,0.027586207,0,0.003448276,0.010344828,0,0.048275862,0.044827586,0,0.137931034,0.127586207,0.124137931,0.003448276,0.024137931,0.006896552,0.010344828,0.034482759,0.026256751
640071,0,0.027586207,0,0,0.131034483,0,0,0,0,0,0.137931034,0,0,0.096551724,0,0,0.096551724,0.024137931,0,0,0,0.134482759,0,0.003448276,0,0.117241379,0.093103448,0,0,0,0.003448276,0,0,0,0.068965517,0.003448276,0,0,0,0.1,0,0,0.013793103,0,0,0,0.168965517,0,0,0,0.082758621,0,0,0.1,0,0,0.237931034,0,0,0,0.131034483,0,0,0.051724138,0,0,0.065517241,0,0,0,0,0.051724138,0,0,0,0,0.106896552,0,0,0,0,0.093103448,0,0.025799751
denovo43247,0,0.024137931,0.006896552,0,0.072413793,0,0.017241379,0,0.017241379,0,0.251724138,0.024137931,0,0.072413793,0.010344828,0.006896552,0.04137931,0,0,0.031034483,0.003448276,0.134482759,0.034482759,0,0,0.027586207,0.034482759,0,0.003448276,0,0,0,0,0,0.017241379,0.006896552,0,0,0,0.14137931,0.072413793,0,0,0,0,0,0.103448276,0.024137931,0.010344828,0,0.048275862,0.020689655,0,0.096551724,0,0,0.213793103,0.010344828,0,0.003448276,0.206896552,0.006896552,0,0.05862069,0.003448276,0.003448276,0.048275862,0.027586207,0,0,0,0.017241379,0.003448276,0.010344828,0,0,0.096551724,0.003448276,0,0.013793103,0.003448276,0.055172414,0,0.025799751
denovo55920,0.013793103,0.05862069,0.065517241,0.024137931,0.003448276,0.006896552,0.04137931,0,0.044827586,0.048275862,0.010344828,0.05862069,0.117241379,0.062068966,0.027586207,0,0.024137931,0.013793103,0.006896552,0.013793103,0.037931034,0.037931034,0.096551724,0,0.020689655,0.006896552,0,0.003448276,0.010344828,0.093103448,0.003448276,0.003448276,0.010344828,0,0.006896552,0.103448276,0.003448276,0.013793103,0,0.020689655,0,0.013793103,0,0,0.003448276,0.017241379,0.027586207,0.103448276,0.006896552,0,0.04137931,0.048275862,0.013793103,0.127586207,0.048275862,0.003448276,0.031034483,0.044827586,0.031034483,0.051724138,0.006896552,0.093103448,0.010344828,0.010344828,0.010344828,0.003448276,0.003448276,0.017241379,0.003448276,0.020689655,0.003448276,0.003448276,0.013793103,0.017241379,0,0.010344828,0.065517241,0.062068966,0,0.031034483,0,0,0.010344828,0.025592023
545997,0.079310345,0.024137931,0.003448276,0,0.003448276,0.013793103,0,0.006896552,0.103448276,0.006896552,0.034482759,0.006896552,0.027586207,0.006896552,0.010344828,0.034482759,0.006896552,0.031034483,0.027586207,0,0.027586207,0.003448276,0,0.017241379,0.031034483,0,0.044827586,0.024137931,0.003448276,0.024137931,0.006896552,0,0.003448276,0,0.048275862,0.14137931,0.006896552,0.04137931,0.010344828,0,0.006896552,0.010344828,0,0.010344828,0,0.003448276,0.010344828,0.075862069,0.010344828,0,0.003448276,0,0.037931034,0.127586207,0.003448276,0,0.224137931,0.013793103,0,0.144827586,0.017241379,0.003448276,0.155172414,0.048275862,0,0,0.010344828,0.017241379,0.003448276,0.017241379,0,0,0,0.010344828,0.003448276,0.003448276,0.017241379,0.175862069,0,0.006896552,0.003448276,0.003448276,0.010344828,0.024719568
829133,0.003448276,0,0.010344828,0,0.027586207,0.075862069,0.017241379,0,0.013793103,0.017241379,0.006896552,0.006896552,0.003448276,0,0.003448276,0,0.048275862,0.04137931,0.003448276,0.013793103,0.003448276,0.024137931,0.013793103,0,0,0.010344828,0.003448276,0.003448276,0,0.003448276,0,0.010344828,0,0.003448276,0,0.003448276,0.006896552,0,0,0.006896552,0.003448276,0,0,0.010344828,0,0.017241379,0.05862069,0.017241379,0.020689655,0,0.003448276,0,0,0,0,0.975862069,0.010344828,0.055172414,0.006896552,0.013793103,0,0,0.017241379,0,0.027586207,0.003448276,0.027586207,0.010344828,0,0.006896552,0,0,0,0.017241379,0.003448276,0.231034483,0.031034483,0,0,0,0.003448276,0.003448276,0,0.023639385
219151,0,0,0.020689655,0.003448276,0.010344828,0.055172414,0.182758621,0,0.006896552,0.117241379,0.010344828,0.065517241,0,0,0.027586207,0.020689655,0.010344828,0.2,0,0.137931034,0.05862069,0.006896552,0.04137931,0,0,0,0,0.003448276,0,0,0,0.017241379,0.010344828,0,0,0.093103448,0,0.04137931,0.003448276,0,0.010344828,0,0,0.062068966,0.006896552,0,0.006896552,0.037931034,0.155172414,0,0,0.017241379,0,0,0.006896552,0,0,0.037931034,0,0.068965517,0,0.013793103,0,0.006896552,0.006896552,0.020689655,0.003448276,0.055172414,0,0.086206897,0,0,0,0.020689655,0.034482759,0,0,0.05862069,0,0.024137931,0.013793103,0,0.003448276,0.022933112
668514,0.003448276,0,0.037931034,0.006896552,0.003448276,0,0.079310345,0,0.051724138,0.055172414,0,0.055172414,0,0,0.037931034,0.082758621,0,0.006896552,0,0.106896552,0.079310345,0,0.075862069,0,0,0.003448276,0,0,0.003448276,0,0,0.065517241,0.048275862,0,0,0.044827586,0.003448276,0.017241379,0,0,0.068965517,0,0,0.020689655,0.003448276,0,0,0.096551724,0.044827586,0,0,0.082758621,0,0,0.034482759,0.006896552,0,0.044827586,0,0.05862069,0,0.062068966,0,0,0.055172414,0,0.003448276,0.051724138,0.010344828,0.055172414,0.010344828,0,0.020689655,0.051724138,0.003448276,0.04137931,0,0.044827586,0.010344828,0.065517241,0.044827586,0.010344828,0.003448276,0.022600748
4311486,0.006896552,0.189655172,0.003448276,0,0,0.003448276,0,0.010344828,0.017241379,0,0,0.003448276,0.013793103,0.068965517,0,0,0.003448276,0.003448276,0.013793103,0,0,0.003448276,0.003448276,0.117241379,0,0.003448276,0.068965517,0.003448276,0,0.010344828,0.1,0,0.003448276,0,0.051724138,0.089655172,0.003448276,0.010344828,0,0,0,0.003448276,0.072413793,0.006896552,0.003448276,0,0.006896552,0.027586207,0,0.003448276,0,0,0,0.25862069,0.006896552,0,0.051724138,0,0,0.010344828,0,0.010344828,0.006896552,0.375862069,0,0,0.003448276,0,0,0,0.003448276,0,0,0,0.003448276,0.013793103,0.010344828,0.137931034,0.006896552,0.003448276,0,0.003448276,0.010344828,0.022268384
4388385,0,0.062068966,0.013793103,0,0.017241379,0,0.031034483,0,0.003448276,0,0.15862069,0.006896552,0,0.048275862,0.003448276,0.034482759,0.003448276,0,0.003448276,0.020689655,0.013793103,0.168965517,0.010344828,0.010344828,0,0.010344828,0,0.010344828,0,0,0,0.013793103,0,0,0,0.020689655,0.031034483,0,0,0.148275862,0.037931034,0,0.003448276,0.010344828,0,0,0.003448276,0.027586207,0.010344828,0,0.096551724,0.006896552,0,0.1,0.017241379,0,0.006896552,0.010344828,0.151724138,0,0.148275862,0.013793103,0.003448276,0.096551724,0.010344828,0,0.006896552,0.013793103,0.003448276,0.003448276,0,0.044827586,0.010344828,0.010344828,0,0,0.010344828,0.003448276,0,0.003448276,0.003448276,0.093103448,0,0.021769838
3701019,0,0.055172414,0.003448276,0.003448276,0.006896552,0.05862069,0.013793103,0.068965517,0.003448276,0.024137931,0.003448276,0.031034483,0,0,0.034482759,0,0,0,0.027586207,0.003448276,0.037931034,0.006896552,0.024137931,0.075862069,0,0,0,0.417241379,0.031034483,0,0.027586207,0.006896552,0.006896552,0,0,0,0.017241379,0.006896552,0.006896552,0.006896552,0.075862069,0,0.031034483,0.010344828,0,0,0,0.079310345,0.131034483,0.006896552,0.003448276,0.013793103,0,0.006896552,0.031034483,0,0,0.168965517,0,0.003448276,0,0,0.017241379,0.003448276,0.051724138,0.006896552,0,0.003448276,0.013793103,0.006896552,0.010344828,0.003448276,0.031034483,0,0,0.020689655,0,0,0.006896552,0,0.003448276,0.006896552,0.006896552,0.021271292
4364813,0,0,0.055172414,0.051724138,0,0.006896552,0.079310345,0,0.020689655,0.034482759,0,0.04137931,0,0,0.027586207,0.103448276,0.006896552,0,0,0.106896552,0.044827586,0.003448276,0.1,0,0,0.006896552,0,0.003448276,0,0,0,0.020689655,0.013793103,0,0,0.051724138,0,0.003448276,0,0,0.144827586,0,0,0.017241379,0.010344828,0,0.010344828,0.096551724,0.04137931,0,0,0.017241379,0,0,0.003448276,0.134482759,0,0.037931034,0.017241379,0.010344828,0.006896552,0.048275862,0,0,0.04137931,0.003448276,0,0.106896552,0,0.031034483,0.003448276,0,0.006896552,0.05862069,0.003448276,0,0.003448276,0.017241379,0,0.086206897,0.010344828,0,0.006896552,0.021188201
518380,0.027586207,0.003448276,0.013793103,0.05862069,0.010344828,0.048275862,0.003448276,0.013793103,0.006896552,0.027586207,0.003448276,0.013793103,0.04137931,0.044827586,0.062068966,0,0.062068966,0,0.051724138,0.003448276,0.017241379,0.010344828,0,0.010344828,0.04137931,0.003448276,0.013793103,0.093103448,0.006896552,0.151724138,0.010344828,0.010344828,0,0.010344828,0.013793103,0.031034483,0.048275862,0.017241379,0.024137931,0,0,0.003448276,0.010344828,0.006896552,0.020689655,0.017241379,0.003448276,0.003448276,0.010344828,0.04137931,0,0,0.037931034,0,0.017241379,0,0.003448276,0.013793103,0.020689655,0.020689655,0,0.013793103,0.120689655,0.003448276,0.013793103,0.031034483,0.017241379,0.006896552,0.010344828,0.051724138,0.017241379,0.010344828,0.013793103,0.010344828,0.034482759,0.003448276,0.034482759,0.020689655,0.031034483,0.003448276,0.04137931,0,0.020689655,0.02110511
denovo51483,0.003448276,0.003448276,0.044827586,0.010344828,0.027586207,0,0.113793103,0,0.020689655,0.013793103,0.010344828,0.093103448,0,0.031034483,0.075862069,0.051724138,0.086206897,0,0,0.179310345,0.031034483,0.027586207,0.024137931,0.003448276,0,0,0.006896552,0,0,0,0,0.006896552,0,0,0.006896552,0.037931034,0,0.013793103,0,0,0.079310345,0,0,0.017241379,0.003448276,0,0.020689655,0.013793103,0.031034483,0,0,0.017241379,0,0.003448276,0.010344828,0,0.027586207,0.086206897,0.006896552,0.003448276,0,0.027586207,0,0.010344828,0.017241379,0,0.013793103,0.124137931,0.003448276,0.027586207,0,0,0.010344828,0.04137931,0,0,0.089655172,0.075862069,0,0.037931034,0.003448276,0,0.013793103,0.020980474
322934,0,0.013793103,0.062068966,0.027586207,0.024137931,0.086206897,0,0.017241379,0.003448276,0.027586207,0,0.020689655,0,0.062068966,0.1,0,0.079310345,0.020689655,0.124137931,0.031034483,0.006896552,0,0,0.006896552,0.003448276,0.003448276,0.013793103,0.168965517,0,0,0.017241379,0.003448276,0.006896552,0.017241379,0.031034483,0.048275862,0.106896552,0.034482759,0.003448276,0.003448276,0,0,0.013793103,0.027586207,0.010344828,0.034482759,0.006896552,0.003448276,0.034482759,0.006896552,0.003448276,0,0,0.003448276,0.024137931,0.006896552,0.003448276,0,0.027586207,0.010344828,0,0.010344828,0,0,0.010344828,0.075862069,0.027586207,0.006896552,0.051724138,0.037931034,0.003448276,0.006896552,0.003448276,0.010344828,0.010344828,0.010344828,0.04137931,0,0.020689655,0,0.006896552,0.003448276,0,0.020855837
