#OTU ID,LTEE.5..1,LTEE.5..2,LTEE.5..8,LTEE2.5.13,LTEE.5..4,LTEE.5..5,LTEE5.11,LTEE.5..6,LTEE.5..7,LTEE5.12,LTEE.5..3,LTEE5.9,LTEE.6..1,LTEE.6..2,LTEE.6..8,LTEE2.6.13,LTEE.6..4,LTEE.6..5,LTEE.6..6,LTEE.6..7,LTEE6.12,LTEE.6..3,LTEE6.9,LTEE7.2,LTEE.7..1,LTEE7.4,LTEE7.5,LTEE.7..6,LTEE7.3,LTEE.8..1,LTEE.8..2,LTEE.8..8,LTEE2.8.13,LTEE.8..4,LTEE.8..5,LTEE8.11,LTEE.8..6,LTEE.8..7,LTEE8.12,LTEE.8..3,LTEE8.9,LTEE.9..1,LTEE.9..2,LTEE.9..8,LTEE2.9.13,LTEE.9..4,LTEE.9..5,LTEE9.11,LTEE.9..7,LTEE2.9.12,LTEE.9..3,LTEE9.9,LTEE.13..1,LTEE.13..2,LTEE.13..8,LTEE.13..4,LTEE.13..5,LTEE13.11,LTEE.13..6,LTEE.13..7,LTEE.13..3,LTEE13.9,LTEE.16..1,LTEE.16..2,LTEE.16..8,LTEE.16..4,LTEE.16..5,LTEE16.11,LTEE.16..6,LTEE.16..7,LTEE2.16.12,LTEE.16..3,LTEE16.9,LTEE17.8,LTEE2.17.13,LTEE17.4,LTEE17.5,LTEE2.17.11,LTEE17.6,LTEE17.7,LTEE2.17.12,LTEE17.3,LTEE2.17.9,MEAN
93726,0.089655172,0.044827586,0.068965517,0.110344828,0.068965517,0.089655172,0.003448276,0.120689655,0.044827586,0.106896552,0.010344828,0.017241379,0.020689655,0.051724138,0.072413793,0,0.113793103,0.034482759,0.127586207,0.020689655,0.034482759,0.006896552,0.037931034,0.248275862,0.055172414,0.065517241,0.213793103,0.165517241,0.24137931,0.086206897,0.110344828,0.086206897,0.15862069,0.137931034,0.179310345,0.082758621,0.137931034,0.131034483,0.268965517,0.013793103,0.006896552,0.155172414,0.148275862,0.110344828,0.168965517,0.155172414,0.010344828,0.017241379,0.082758621,0.165517241,0.05862069,0.079310345,0.051724138,0.04137931,0.110344828,0.010344828,0.024137931,0.003448276,0.031034483,0.079310345,0,0.055172414,0.134482759,0,0.065517241,0.120689655,0.075862069,0.010344828,0.120689655,0.089655172,0.127586207,0.1,0.189655172,0.079310345,0.151724138,0.127586207,0.055172414,0.010344828,0.217241379,0.037931034,0.120689655,0.048275862,0.089655172,0.086954715
denovo25929,0.286206897,0.051724138,0.144827586,0.244827586,0.086206897,0.110344828,0,0.086206897,0.013793103,0.103448276,0,0.055172414,0.275862069,0.068965517,0.193103448,0,0.303448276,0.034482759,0.355172414,0.048275862,0.031034483,0.020689655,0.013793103,0.031034483,0.1,0.027586207,0.031034483,0.362068966,0.017241379,0.572413793,0.05862069,0.017241379,0.04137931,0.037931034,0.120689655,0.179310345,0.155172414,0.082758621,0.04137931,0.003448276,0,0.034482759,0.010344828,0.062068966,0.062068966,0.05862069,0.024137931,0.013793103,0.075862069,0.120689655,0.003448276,0.006896552,0.134482759,0.024137931,0.05862069,0.003448276,0.020689655,0.003448276,0.044827586,0.020689655,0,0.04137931,0.44137931,0.013793103,0.013793103,0.168965517,0.062068966,0.020689655,0.096551724,0.113793103,0.048275862,0.017241379,0.034482759,0.055172414,0.137931034,0.034482759,0.155172414,0.086206897,0.086206897,0.020689655,0.203448276,0.003448276,0.075862069,0.085791442
4316720,0,0.14137931,0,0,0.337931034,0,0,0,0,0,0.496551724,0.003448276,0,0.193103448,0,0,0.313793103,0.037931034,0,0,0,0.368965517,0,0.010344828,0,0.465517241,0.151724138,0,0.031034483,0,0.006896552,0,0,0,0.093103448,0,0,0,0,0.427586207,0,0,0.006896552,0,0,0,0.662068966,0.003448276,0,0,0.296551724,0.003448276,0,0.234482759,0,0,0.9,0,0,0,0.451724138,0,0,0.179310345,0,0,0.2,0,0.006896552,0,0,0.075862069,0,0,0,0.003448276,0.337931034,0,0.003448276,0,0,0.431034483,0,0.082841712
denovo76781,0.2,0.213793103,0.144827586,0.089655172,0.065517241,0.027586207,0.137931034,0.051724138,0.168965517,0.15862069,0.024137931,0.144827586,0.151724138,0.117241379,0.027586207,0,0.1,0.05862069,0.006896552,0.031034483,0.086206897,0.068965517,0.168965517,0.04137931,0.196551724,0.065517241,0.093103448,0.020689655,0.065517241,0.148275862,0.017241379,0.020689655,0.034482759,0.003448276,0.044827586,0.248275862,0.027586207,0.051724138,0.006896552,0.037931034,0.003448276,0.155172414,0.010344828,0.031034483,0.027586207,0.072413793,0.124137931,0.268965517,0.010344828,0.027586207,0.082758621,0.151724138,0.186206897,0.168965517,0.144827586,0.013793103,0.162068966,0.1,0.113793103,0.2,0.006896552,0.251724138,0.044827586,0.017241379,0.013793103,0.003448276,0,0.034482759,0.017241379,0.020689655,0.04137931,0.04137931,0.113793103,0.027586207,0.020689655,0.044827586,0.168965517,0.251724138,0.034482759,0.05862069,0.020689655,0,0.162068966,0.082176984
denovo29889,0,0.096551724,0.131034483,0.031034483,0.155172414,0,0.031034483,0,0.189655172,0.2,0.024137931,0.1,0,0.175862069,0.262068966,0.006896552,0.103448276,0.006896552,0.006896552,0.106896552,0.05862069,0.044827586,0.186206897,0.034482759,0,0.134482759,0.231034483,0,0.089655172,0,0.037931034,0.431034483,0.044827586,0,0.186206897,0.103448276,0.006896552,0.120689655,0,0.055172414,0.020689655,0,0.037931034,0.234482759,0.024137931,0.006896552,0.027586207,0.075862069,0.25862069,0,0.131034483,0.213793103,0,0.04137931,0.175862069,0,0.05862069,0.017241379,0.024137931,0.182758621,0.003448276,0.089655172,0,0.006896552,0.220689655,0,0.186206897,0.05862069,0.027586207,0.2,0.017241379,0.15862069,0.137931034,0.234482759,0.044827586,0,0.068965517,0.013793103,0.031034483,0.148275862,0.065517241,0.065517241,0.065517241,0.081553801
denovo58601,0.217241379,0.079310345,0.05862069,0.148275862,0.010344828,0.062068966,0.062068966,0.006896552,0.068965517,0.179310345,0,0.110344828,0.124137931,0.04137931,0.024137931,0,0.065517241,0.086206897,0.020689655,0.003448276,0.093103448,0.031034483,0.096551724,0.051724138,0.224137931,0.034482759,0.096551724,0.010344828,0.124137931,0.082758621,0.020689655,0,0.031034483,0.006896552,0.037931034,0.231034483,0.003448276,0.024137931,0.027586207,0.006896552,0.003448276,0.162068966,0.013793103,0.034482759,0.017241379,0.062068966,0.048275862,0.320689655,0.013793103,0.006896552,0.034482759,0.179310345,0.231034483,0.055172414,0.134482759,0.068965517,0.051724138,0.055172414,0.24137931,0.131034483,0,0.262068966,0.055172414,0.017241379,0,0.003448276,0.013793103,0.04137931,0.010344828,0.010344828,0.024137931,0.010344828,0.144827586,0.048275862,0.013793103,0.320689655,0.244827586,0.544827586,0.024137931,0.096551724,0.006896552,0.003448276,0.113793103,0.07806398
1119668,0,0.031034483,0.068965517,0.013793103,0.003448276,0,0.231034483,0,0.075862069,0.044827586,0.251724138,0.110344828,0,0.093103448,0.062068966,0.055172414,0,0.413793103,0.044827586,0.14137931,0.144827586,0.189655172,0.148275862,0.024137931,0,0,0,0.086206897,0.003448276,0.003448276,0.006896552,0.024137931,0.013793103,0,0,0.096551724,0.110344828,0.031034483,0.003448276,0.182758621,0.286206897,0.024137931,0.010344828,0.086206897,0.020689655,0,0,0.293103448,0.144827586,0,0.165517241,0.079310345,0,0.213793103,0.068965517,0,0,0.193103448,0.772413793,0.024137931,0.203448276,0.082758621,0,0.096551724,0.120689655,0,0,0.151724138,0.137931034,0.044827586,0.006896552,0.031034483,0.020689655,0.1,0.006896552,0.003448276,0,0.037931034,0.027586207,0.148275862,0.017241379,0.05862069,0.013793103,0.077149979
denovo51930,0.017241379,0.006896552,0.013793103,0,0.006896552,0.155172414,0,0,0.024137931,0.020689655,0,0,0.006896552,0.003448276,0,0,0.04137931,0.096551724,0.003448276,0.010344828,0.003448276,0.010344828,0.017241379,0.034482759,0,0.020689655,0.006896552,0.093103448,0.013793103,0,0,0.003448276,0,0.031034483,0.006896552,0.048275862,0.206896552,0.010344828,0,0,0.006896552,0.006896552,0.003448276,0.006896552,0,0,0.020689655,0.034482759,0.010344828,0,0,0.006896552,0.013793103,0.006896552,0,1.24137931,0.017241379,0.103448276,0.4,0.051724138,0.010344828,0.010344828,1.444827586,0.003448276,0.024137931,0.020689655,0.006896552,0.010344828,0.006896552,0.003448276,0,0,0,0.013793103,0,1.889655172,0.05862069,0.013793103,0.013793103,0.013793103,0,0.006896552,0,0.077066888
557138,0,0.089655172,0,0,0.224137931,0,0.006896552,0,0,0,0.34137931,0,0,0.206896552,0,0,0.151724138,0.006896552,0,0,0,0.268965517,0.003448276,0.027586207,0,0.751724138,0.386206897,0,0.079310345,0,0.003448276,0,0,0,0.093103448,0,0,0,0,0.231034483,0.003448276,0,0.020689655,0,0,0.003448276,0.34137931,0,0,0,0.227586207,0,0,0.210344828,0,0,0.420689655,0,0,0,0.286206897,0,0.003448276,0.120689655,0,0.003448276,0.148275862,0,0.003448276,0,0,0.093103448,0,0,0,0,0.589655172,0,0,0.003448276,0,0.837931034,0,0.074574159
4347599,0.013793103,0,0.034482759,0,0.048275862,0.165517241,0,0.006896552,0.051724138,0,0.024137931,0.037931034,0.006896552,0,0.044827586,0,0.103448276,0.086206897,0.006896552,0.024137931,0,0.024137931,0.034482759,0,0,0.079310345,0.006896552,0.055172414,0,0,0,0.013793103,0,0.013793103,0.010344828,0,0.04137931,0,0,0.062068966,0.062068966,0,0,0.103448276,0,0.037931034,0.120689655,0,0.062068966,0,0.024137931,0.055172414,0,0,0.027586207,2.486206897,0.013793103,0,0.210344828,0,0.034482759,0.031034483,0.003448276,0,0.055172414,0.05862069,0.04137931,0,0.024137931,0.031034483,0,0.006896552,0.003448276,0.044827586,0,1.131034483,0.037931034,0,0.020689655,0.117241379,0,0.013793103,0.031034483,0.070918155
denovo80779,0.434482759,0.251724138,0.065517241,0.093103448,0.017241379,0.034482759,0.006896552,0.075862069,0.048275862,0.068965517,0,0.027586207,0.144827586,0.089655172,0.04137931,0,0.068965517,0.013793103,0.04137931,0.006896552,0.003448276,0.006896552,0.089655172,0.037931034,0.475862069,0.020689655,0.072413793,0.079310345,0.120689655,0.303448276,0.055172414,0.034482759,0.034482759,0.017241379,0.05862069,0.062068966,0.020689655,0.103448276,0.020689655,0.003448276,0,0.213793103,0.020689655,0.031034483,0.024137931,0.072413793,0.024137931,0.048275862,0.017241379,0.037931034,0.093103448,0.05862069,0.372413793,0.037931034,0.120689655,0,0.031034483,0.003448276,0.079310345,0.213793103,0,0.068965517,0.103448276,0.003448276,0.024137931,0.003448276,0.006896552,0.003448276,0.04137931,0.010344828,0.110344828,0.065517241,0.155172414,0.027586207,0.027586207,0.031034483,0.062068966,0.089655172,0.020689655,0.020689655,0,0,0.106896552,0.067885334
denovo82447,0,0,0,0,0,0,0,0,0,0,0.003448276,0,0.379310345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003448276,3.065517241,0.382758621,0,0,0.003448276,0.303448276,0.134482759,0,0,0.189655172,0.031034483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.068965517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067054425
denovo40545,0,0.234482759,0.082758621,0.048275862,0.289655172,0,0.003448276,0,0.075862069,0.05862069,0.027586207,0.034482759,0,0.303448276,0.086206897,0.003448276,0.186206897,0.006896552,0,0.031034483,0.017241379,0.055172414,0.072413793,0.062068966,0,0.144827586,0.255172414,0,0.134482759,0,0.037931034,0.106896552,0.031034483,0,0.224137931,0.037931034,0.006896552,0.034482759,0,0.062068966,0.003448276,0,0.055172414,0.082758621,0.031034483,0,0.034482759,0.024137931,0.072413793,0,0.175862069,0.075862069,0,0.103448276,0.051724138,0,0.131034483,0.003448276,0.013793103,0.124137931,0.027586207,0.04137931,0,0.186206897,0.155172414,0,0.144827586,0.013793103,0.020689655,0.086206897,0.031034483,0.213793103,0.068965517,0.079310345,0.037931034,0,0.151724138,0.006896552,0.013793103,0.037931034,0.068965517,0.079310345,0.065517241,0.063481512
4457829,0.003448276,0.127586207,0.020689655,0.010344828,0,0.031034483,0.010344828,0.055172414,0.020689655,0.051724138,0.017241379,0.175862069,0.003448276,0.044827586,0.05862069,0.003448276,0.010344828,0,0.062068966,0.027586207,0.306896552,0.075862069,0.051724138,0.075862069,0.003448276,0.003448276,0.003448276,1.037931034,0.037931034,0.003448276,0.05862069,0.013793103,0,0,0,0.013793103,0.020689655,0.006896552,0.010344828,0.05862069,0.265517241,0.003448276,0.075862069,0.151724138,0.003448276,0,0,0.155172414,0.4,0.006896552,0.010344828,0.055172414,0,0.020689655,0.1,0,0.020689655,0.448275862,0.034482759,0.024137931,0.006896552,0.024137931,0.020689655,0.024137931,0.131034483,0,0.003448276,0.020689655,0.031034483,0.017241379,0.037931034,0.010344828,0.055172414,0.027586207,0.006896552,0.04137931,0.006896552,0.003448276,0.013793103,0,0.003448276,0.013793103,0.006896552,0.057831325
222554,0.293103448,0.165517241,0.072413793,0.017241379,0.031034483,0.044827586,0.006896552,0.086206897,0.062068966,0.065517241,0,0.065517241,0.120689655,0.068965517,0.051724138,0,0.079310345,0.006896552,0.055172414,0,0.017241379,0.003448276,0.068965517,0.068965517,0.265517241,0.013793103,0.068965517,0.05862069,0.137931034,0.237931034,0.079310345,0.027586207,0.003448276,0.05862069,0.05862069,0.1,0.027586207,0.103448276,0.006896552,0.006896552,0,0.237931034,0.048275862,0.031034483,0.006896552,0.120689655,0.006896552,0.017241379,0.013793103,0,0.072413793,0.05862069,0.168965517,0.065517241,0.113793103,0,0.020689655,0.013793103,0.05862069,0.182758621,0,0.106896552,0.124137931,0.006896552,0.010344828,0.010344828,0.013793103,0.010344828,0.048275862,0.027586207,0.003448276,0.051724138,0.14137931,0.020689655,0.006896552,0.020689655,0.072413793,0.024137931,0.017241379,0.037931034,0,0,0.024137931,0.056917324
4451302,0.165517241,0.124137931,0.05862069,0.117241379,0.017241379,0.044827586,0,0.034482759,0.04137931,0.086206897,0,0.031034483,0.075862069,0.024137931,0.04137931,0.003448276,0.044827586,0.003448276,0.04137931,0.013793103,0.013793103,0,0.027586207,0.096551724,0.179310345,0.020689655,0.072413793,0.082758621,0.110344828,0.068965517,0.072413793,0.027586207,0.055172414,0.034482759,0.04137931,0.079310345,0.027586207,0.075862069,0.051724138,0,0.003448276,0.110344828,0.04137931,0.034482759,0.051724138,0.055172414,0.010344828,0.044827586,0.024137931,0.068965517,0.017241379,0.062068966,0.206896552,0.034482759,0.044827586,0.006896552,0.017241379,0,0.079310345,0.124137931,0,0.055172414,0.124137931,0.003448276,0.031034483,0.044827586,0.027586207,0.006896552,0.027586207,0.034482759,0.106896552,0.04137931,0.151724138,0.044827586,0.079310345,0.055172414,0.037931034,0.055172414,0.068965517,0.034482759,0.075862069,0.013793103,0.151724138,0.053219776
315609,0.003448276,0.017241379,0.003448276,0,0.037931034,0.020689655,0,0.003448276,0.010344828,0,0.010344828,0.010344828,0.006896552,0.006896552,0.006896552,0.006896552,0.027586207,0.013793103,0.013793103,0.006896552,0.051724138,0.003448276,0.027586207,0.006896552,0.010344828,0.003448276,0.003448276,0.075862069,0.010344828,0.013793103,0.003448276,0,0,0,0.006896552,0.034482759,0.017241379,0.006896552,0,0,0.048275862,0.003448276,0.010344828,0.024137931,0,0.003448276,0.013793103,0.006896552,0.003448276,0,0,0.006896552,0.010344828,0.020689655,0.010344828,1.255172414,0.017241379,0.120689655,0.289655172,0.065517241,0.003448276,0.020689655,1.151724138,0.013793103,0.003448276,0.010344828,0,0.024137931,0.010344828,0,0.003448276,0,0.003448276,0.003448276,0,0.613793103,0.017241379,0.055172414,0.003448276,0.003448276,0.003448276,0.003448276,0.020689655,0.052555048
254938,0,0,0.103448276,0.027586207,0.003448276,0,0.279310345,0,0.093103448,0.065517241,0,0.172413793,0,0,0.096551724,0.037931034,0.010344828,0,0,0.206896552,0.175862069,0,0.2,0,0,0,0,0.013793103,0,0,0,0.089655172,0.010344828,0.003448276,0.003448276,0.113793103,0,0.020689655,0,0,0.4,0,0,0.068965517,0.006896552,0.003448276,0.003448276,0.234482759,0.117241379,0,0,0.189655172,0,0,0.05862069,0.079310345,0,0.313793103,0,0.051724138,0,0.179310345,0,0,0.155172414,0.003448276,0.003448276,0.175862069,0,0.079310345,0,0,0.031034483,0.151724138,0.003448276,0,0.003448276,0.034482759,0,0.162068966,0.006896552,0.003448276,0.006896552,0.051267138
1105883,0.051724138,0,0.037931034,0,0.075862069,0.093103448,0.003448276,0.020689655,0.034482759,0,0.027586207,0.027586207,0.013793103,0,0.086206897,0,0.155172414,0.055172414,0.055172414,0.031034483,0,0.010344828,0.106896552,0,0,0.079310345,0.027586207,0.193103448,0.003448276,0,0,0.037931034,0,0.072413793,0.017241379,0,0.110344828,0.024137931,0,0.051724138,0.103448276,0,0,0.144827586,0,0.148275862,0.1,0,0.079310345,0,0.027586207,0.062068966,0,0,0.027586207,0.524137931,0.04137931,0,0.196551724,0.020689655,0.027586207,0.006896552,0,0,0.075862069,0.103448276,0.089655172,0,0.065517241,0.048275862,0,0.013793103,0.034482759,0.04137931,0,0.431034483,0.072413793,0,0.04137931,0.075862069,0,0.020689655,0.093103448,0.050851683
109263,0,0.006896552,0,0,0.003448276,0,0.003448276,0,0,0,0.017241379,0.006896552,0,0.003448276,0.003448276,0.006896552,0.017241379,0.779310345,0.020689655,0.003448276,0,0.031034483,0,0,0,0.020689655,0.013793103,0.065517241,0,0,0,0,0,0,0.006896552,0.003448276,0.175862069,0,0.006896552,0.013793103,0.006896552,0.024137931,0,0.013793103,0.003448276,0,0.037931034,0.003448276,0.010344828,0,0.017241379,0.006896552,0,0.003448276,0,0.172413793,0.024137931,0.006896552,1.665517241,0,0.020689655,0.006896552,0,0.003448276,0,0,0.003448276,0.003448276,0.427586207,0.003448276,0,0.006896552,0,0,0,0,0.024137931,0,0.272413793,0,0,0.003448276,0.003448276,0.048026589
149152,0,0,0,0,0.048275862,0.137931034,0,0,0,0,0,0,0,0,0,0,0.079310345,0.079310345,0,0,0.003448276,0,0,0,0,0.04137931,0.013793103,0,0,0,0,0,0,0,0.003448276,0,0,0,0,0,0,0,0,0.003448276,0,0.024137931,0.086206897,0,0,0,0,0.003448276,0,0,0,2.206896552,0.051724138,0.031034483,0.027586207,0,0,0,0,0,0.04137931,0.024137931,0.051724138,0,0,0,0,0,0,0.044827586,0,0.762068966,0.044827586,0.006896552,0,0,0,0,0,0.04599086
4422388,0,0,0.151724138,0.017241379,0,0,0.244827586,0,0.117241379,0.086206897,0,0.175862069,0,0.003448276,0.062068966,0.093103448,0,0,0.003448276,0.131034483,0.05862069,0,0.2,0,0,0.003448276,0,0,0,0,0,0.037931034,0,0,0,0.210344828,0,0.024137931,0.003448276,0.003448276,0.148275862,0,0,0.034482759,0,0,0,0.293103448,0.093103448,0,0.003448276,0.15862069,0,0,0.110344828,0,0,0.14137931,0,0.186206897,0,0.203448276,0,0,0.089655172,0,0.003448276,0.120689655,0,0.055172414,0.003448276,0,0.027586207,0.079310345,0,0,0,0.120689655,0,0.096551724,0.003448276,0,0.010344828,0.04349813
denovo38973,0,0.110344828,0.086206897,0.031034483,0.127586207,0,0,0,0.072413793,0.065517241,0.031034483,0.051724138,0,0.15862069,0.075862069,0,0.065517241,0.003448276,0.003448276,0.055172414,0.024137931,0.04137931,0.124137931,0.006896552,0,0.110344828,0.1,0.006896552,0.027586207,0,0.010344828,0.113793103,0.027586207,0,0.093103448,0.072413793,0.003448276,0.044827586,0.003448276,0.020689655,0,0,0.034482759,0.034482759,0.010344828,0,0.034482759,0.04137931,0.086206897,0,0.106896552,0.093103448,0.003448276,0.05862069,0.072413793,0.006896552,0.051724138,0.003448276,0.013793103,0.065517241,0.020689655,0.110344828,0,0.010344828,0.131034483,0.003448276,0.096551724,0.006896552,0.010344828,0.037931034,0.044827586,0.113793103,0.082758621,0.117241379,0.031034483,0,0.051724138,0.010344828,0.010344828,0.093103448,0.024137931,0.027586207,0.031034483,0.042791857
3091248,0.003448276,0.062068966,0.010344828,0,0.020689655,0.034482759,0.003448276,0,0,0,0,0,0,0.006896552,0.003448276,0,0.020689655,0,0.003448276,0.017241379,0.006896552,0,0.003448276,0.027586207,0.003448276,0.020689655,0.003448276,0.017241379,0.003448276,0.013793103,0,0,0,0,0.006896552,0.027586207,0.134482759,0.003448276,0,0,0.003448276,0.006896552,0,0.031034483,0,0.017241379,0.013793103,0.010344828,0.003448276,0,0,0,0.010344828,0.006896552,0.003448276,1.386206897,0.006896552,0,0.120689655,0.010344828,0.006896552,0,0.875862069,0,0.013793103,0.017241379,0.020689655,0,0.006896552,0,0,0.003448276,0,0.010344828,0,0.448275862,0,0.010344828,0.003448276,0.013793103,0,0,0,0.042417948
4466618,0,0.031034483,0.003448276,0,0.113793103,0,0,0,0,0,0.248275862,0,0,0.110344828,0,0,0.089655172,0,0,0,0,0.224137931,0.003448276,0.003448276,0,0.517241379,0.072413793,0,0.024137931,0,0.003448276,0,0,0,0.027586207,0,0,0.003448276,0,0.220689655,0,0,0,0,0,0,0.234482759,0,0.006896552,0,0.186206897,0.003448276,0,0.124137931,0,0.003448276,0.248275862,0,0,0,0.286206897,0,0,0.082758621,0.003448276,0,0.096551724,0,0,0.003448276,0,0.051724138,0,0,0,0.003448276,0.093103448,0,0.003448276,0,0,0.182758621,0,0.039883673
4303191,0,0,0.05862069,0.017241379,0,0.010344828,0.265517241,0,0.106896552,0.044827586,0,0.096551724,0,0,0.034482759,0.031034483,0,0,0,0.148275862,0.25862069,0,0.196551724,0,0,0,0,0,0,0,0,0.044827586,0.013793103,0,0,0.151724138,0,0.006896552,0,0,0.155172414,0,0,0.079310345,0.003448276,0,0,0.224137931,0.134482759,0,0,0.075862069,0,0,0.075862069,0,0,0.248275862,0,0.027586207,0,0.089655172,0,0,0.1,0,0,0.106896552,0,0.068965517,0.013793103,0,0.027586207,0.110344828,0.010344828,0,0,0.037931034,0.003448276,0.175862069,0.024137931,0.003448276,0.013793103,0.039717491
61836,0.027586207,0.006896552,0.127586207,0.003448276,0.006896552,0,0.110344828,0.037931034,0.193103448,0.055172414,0.013793103,0.075862069,0.024137931,0,0.05862069,0.065517241,0,0,0.168965517,0.162068966,0.055172414,0.003448276,0.144827586,0,0.024137931,0,0,0.048275862,0.006896552,0.003448276,0,0.131034483,0.010344828,0,0.013793103,0.062068966,0.003448276,0.113793103,0.003448276,0,0.189655172,0.006896552,0,0.051724138,0.010344828,0,0,0.120689655,0.055172414,0.003448276,0,0.089655172,0.027586207,0.003448276,0.04137931,0,0.010344828,0.103448276,0.013793103,0.134482759,0,0.075862069,0.075862069,0.003448276,0.093103448,0,0,0.086206897,0.017241379,0.05862069,0.010344828,0,0.003448276,0.051724138,0.010344828,0.006896552,0.010344828,0.013793103,0.006896552,0.093103448,0.006896552,0,0.017241379,0.039343581
3330580,0,0.024137931,0.037931034,0.024137931,0.017241379,0,0.155172414,0,0.055172414,0.051724138,0.127586207,0.1,0,0.048275862,0.051724138,0.106896552,0.010344828,0,0,0.124137931,0.086206897,0.079310345,0.055172414,0.003448276,0,0.006896552,0.006896552,0,0.006896552,0,0.003448276,0.034482759,0.017241379,0,0.003448276,0.065517241,0,0.013793103,0.003448276,0.120689655,0.137931034,0,0.003448276,0.024137931,0.006896552,0,0.05862069,0.15862069,0.072413793,0,0.055172414,0.103448276,0,0.062068966,0.013793103,0,0.031034483,0.165517241,0,0.04137931,0.113793103,0.055172414,0,0.065517241,0.055172414,0,0.013793103,0.1,0,0.034482759,0,0.027586207,0.010344828,0.086206897,0.006896552,0.006896552,0.027586207,0.044827586,0,0.096551724,0.013793103,0.068965517,0.006896552,0.038678853
4428924,0.168965517,0.072413793,0.05862069,0.020689655,0.010344828,0.075862069,0.010344828,0.024137931,0.062068966,0.024137931,0.006896552,0.031034483,0.072413793,0.024137931,0.024137931,0,0.055172414,0.1,0.017241379,0.006896552,0.031034483,0.037931034,0.027586207,0.010344828,0.210344828,0.013793103,0.020689655,0.020689655,0.024137931,0.103448276,0.006896552,0.006896552,0,0.010344828,0.020689655,0.055172414,0.017241379,0.024137931,0.003448276,0.010344828,0,0.1,0,0.013793103,0,0.024137931,0.04137931,0.072413793,0.006896552,0.003448276,0.027586207,0.027586207,0.172413793,0.065517241,0.096551724,0.020689655,0.068965517,0.013793103,0.186206897,0.131034483,0.003448276,0.093103448,0.065517241,0.020689655,0.010344828,0.003448276,0.013793103,0.006896552,0.020689655,0.017241379,0.010344828,0.024137931,0.044827586,0,0,0.068965517,0.034482759,0.055172414,0,0.017241379,0,0.006896552,0.006896552,0.037557125
4466646,0.010344828,0.306896552,0,0,0.003448276,0.003448276,0,0,0,0,0.051724138,0.027586207,0.006896552,0.034482759,0,0,0.013793103,0.003448276,0,0.003448276,0,0.013793103,0.003448276,0.096551724,0.003448276,0,0,0,0.006896552,0.003448276,0.106896552,0.006896552,0,0,0,0.010344828,0,0.003448276,0,0,0.027586207,0.003448276,0.065517241,0.003448276,0,0.003448276,0,0.006896552,0,0,0,0,0.020689655,1.05862069,0,0,0.003448276,0,0.003448276,0,0.010344828,0.003448276,0.113793103,0.996551724,0,0,0,0.006896552,0,0,0,0.013793103,0,0,0,0.027586207,0,0,0,0,0,0.006896552,0,0.037307852
denovo9128,0.024137931,0.010344828,0.155172414,0.037931034,0.051724138,0.072413793,0.15862069,0.024137931,0.017241379,0.037931034,0.010344828,0.089655172,0.010344828,0.024137931,0.117241379,0,0.148275862,0.037931034,0.103448276,0.086206897,0.093103448,0.034482759,0.006896552,0.013793103,0.006896552,0.020689655,0.010344828,0.14137931,0.003448276,0.031034483,0.034482759,0.010344828,0.006896552,0.024137931,0.044827586,0.113793103,0.068965517,0.044827586,0.010344828,0.010344828,0.006896552,0,0.006896552,0.031034483,0.010344828,0.034482759,0.044827586,0.003448276,0.05862069,0.034482759,0.006896552,0.013793103,0.006896552,0.017241379,0.017241379,0.017241379,0.027586207,0.051724138,0.017241379,0.017241379,0,0.031034483,0.010344828,0,0.006896552,0.079310345,0.048275862,0.04137931,0.034482759,0.04137931,0.017241379,0.013793103,0.017241379,0.068965517,0.020689655,0.017241379,0.106896552,0.034482759,0.031034483,0.010344828,0.04137931,0.010344828,0.010344828,0.036933943
806467,0.024137931,0.017241379,0.006896552,0.003448276,0.020689655,0.017241379,0.013793103,0.020689655,0.020689655,0,0.013793103,0.010344828,0.006896552,0.003448276,0.013793103,0.017241379,0.075862069,0.065517241,0.034482759,0.003448276,0,0.006896552,0,0.006896552,0.013793103,0.3,0.010344828,0.010344828,0,0.003448276,0,0.006896552,0.006896552,0.04137931,0.017241379,0.117241379,0,0,0,0.048275862,0.006896552,0,0,0.010344828,0,0.189655172,0.013793103,0.017241379,0.003448276,0,0,0,0,0.037931034,0,0.344827586,0.04137931,0.403448276,0.089655172,0.006896552,0.003448276,0.003448276,0.044827586,0.010344828,0,0.086206897,0.013793103,0.031034483,0.003448276,0.006896552,0,0,0,0.003448276,0,0.631034483,0.010344828,0.048275862,0,0,0,0.003448276,0,0.03668467
